Formula,Sites,Energy_Above Hull,Formation_Energy,Volume,Density,Band_Gap
KAsO3,20,0.010709009749999,-1.928226401,351.1743477497046,3.064430944575242,3.3848000000000003
BaGeO3,20,0,-2.696001212,345.7138411355125,4.956252732217032,3.5519
HIO3,20,0.016353290499998,-0.897171053,269.5166969553945,4.335262986437991,3.1022
BrNO3,20,0,-0.536110497,322.4671988112441,2.923029358854789,2.208
AgNO3,40,0.005029588000001001,-0.675633957,537.0054543267189,4.20228013166999,2.0027
PNO3,20,0.7339945037500001,-1.083190377,331.25861441477997,1.864340353943208,1.807599999999999
BaSiO3,20,0.022031850500000002,-3.381981356,335.46476985200644,4.22550248405267,4.5344999999999995
INO3,20,0.080938732428567,-0.586730331,389.90415996878465,3.218138415931831,1.9762
NClO3,20,0,-0.521597101,317.0995060042593,2.041411572512792,3.0976
BaCO3,10,0.104496795000001,-2.578282466,149.78570995693735,4.3753702711277125,3.976
GdBO3,10,0.143536840333331,-3.355493508,157.43763671055578,4.557674388341321,2.2691
ScGaO3,10,0.017611347374997,-3.101253308,110.7344127232281,4.878911497780485,2.6997
YScO3,10,0.030876317749997002,-3.930425964,138.94105351591026,4.346959576160271,3.2044
SrTiO3,30,0.039102471333333,-3.51255982,381.021066927438,4.797913331143005,1.7362000000000002
YAlO3,10,0.102225660549997,-3.628848293,121.03513647008225,4.496849927381268,3.4964999999999993
NaBrO3,20,0.132193780999999,-0.866867695,470.7613416419403,2.128993930994647,4.5929
NaClO3,20,0.034847359249999,-1.082864029,299.3654104053254,2.361654110725001,5.633199999999999
NaBrO3,20,0,-0.999061476,292.7753204813731,3.423266816529206,4.4812
NaClO3,20,0.029885637749999003,-1.083985425,274.48534010952795,2.5757206261379952,6.3141
NaClO3,20,0.068452242749999,-1.04541882,379.5023232314643,1.862959747051154,5.7061
AgClO3,20,0.031584152499997,-0.413945241,291.05972332883755,4.366022674178715,3.1001
CaMoO3,20,0.009694809500002,-2.609682927,251.89585819007442,4.852260631561575,1.1411
MnCO3,20,0.030299366999999,-1.98268527,223.19762703076924,3.420715449318076,3.080899999999999
CaCO3,10,0.006686683999999001,-2.680857774,120.1538154729379,2.766424138641219,4.8573
VAgO3,40,0.07809851700001201,-1.676857913,609.6622395004396,4.506266912812578,1.7207
TiFeO3,10,0.075248778999998,-2.654464014,161.9896577618398,3.110330836948588,2.590099999999999
TiCoO3,10,0.129342192500002,-2.495839099,168.77986080467417,3.045965094638345,2.2549
TiCdO3,10,0.16593305600000002,-2.505527915,195.3942757687807,3.54002966957186,2.776399999999999
TlSbO3,10,0.758883665999996,-0.953783782,260.24884551350834,4.774480946960252,2.006799999999999
MnSiO3,50,0.29550411996667203,-2.502355654,609.8634474858729,3.567466242541827,1.1731
MnSiO3,50,0.11685922296667,-2.681000551,638.2667983305516,3.408711321279282,1.9295
CaCO3,20,0.002730832500001,-2.684813626,233.29606311051344,2.849567292669833,5.0381
KAsO3,30,0.0052658590833320005,-1.933669552,525.9776900948693,3.06899767362125,3.148799999999999
CaCO3,50,0.004693754999999001,-2.682850703,572.3887566898225,2.903589663399904,4.925530420313324
CaCO3,90,0.008156122,-2.679388336,1170.318280569606,2.5562001285766263,4.956399999999999
CaTeO3,90,0.015494025600001002,-2.395577252,1605.3326258044688,4.015677188280242,3.1072
TiFeO3,20,0,-2.729712793,219.16653632662977,4.597795231408048,2.2487
CaGeO3,30,0,-2.749981945,436.38233200713995,3.669381308468726,3.481299999999999
NaAsO3,30,0,-1.884905668,419.5407583073476,3.4650536594977,2.8628
SrSiO3,30,0.017019436333333002,-3.424207037,425.6098140634538,3.832191555006368,4.3766
CaTeO3,90,0.011534739155556,-2.399536539,1546.9130639096422,4.167330249802311,2.960699999999999
RbNbO3,20,0,-2.839051019,354.33464490495084,4.243448231713888,3.3093
CaSiO3,30,0.022951270500000003,-3.425096944,390.2425615855172,2.965709943717648,4.733700000000001
CaSiO3,30,0,-3.448048215,398.6826269045318,2.902926205593484,4.8413
SrGeO3,60,0.0018847388333320001,-2.741230597,901.2435295489332,4.604582877343405,3.3373
MnSiO3,50,0.008882381366671,-2.788977392,578.7322873198204,3.759367343304468,2.959799999999999
MnSiO3,70,0.00878835530953,-2.789071418,845.7293596037858,3.6015471515372592,2.6058
TiZnO3,10,0.09579140549999801,-2.725401511,148.20580247472665,3.613922060579641,3.1234
FeSiO3,90,0.023068397888893002,-2.56973111,1045.1464962152727,3.7729731675733493,2.7187
SrTeO3,120,0.0065543974999990005,-2.374470918,2262.2976675373766,4.636886935741783,3.4208
TiMnO3,10,0.20041239499999802,-2.754191661,113.56933258435684,4.409899644458129,1.2289
BSbO3,10,0.048014838166666005,-2.226882068,155.7272770647208,3.85086307904932,3.762
NaSbO3,30,0.065655286666667,-1.991177241,426.44615616793357,4.503248933558902,2.2389
LaAlO3,30,0.031164611333331003,-3.691301952,467.7644710119816,4.555686889341703,4.4431
LaAlO3,30,0.042760157666664,-3.679706405,426.7858281918373,4.99310972184221,4.1704
MnAlO3,10,0.046342811187500006,-2.673892615,97.49613700077627,4.425479034357374,1.2511
CaGeO3,30,0.020911527666665,-2.729070418,418.57112569596745,3.825522292658277,3.58
NaPO3,30,0,-2.645570334,372.31633924451404,2.728509392289949,5.1185
MgCO3,10,0.378061633,-2.063969042,90.76659996550487,3.084978947238792,5.4366
CaCO3,10,0.309852612,-2.377691846,104.7489959704011,3.173265885699786,5.7242
KSbO3,60,0.018391050666664,-2.030736123,884.6548224253007,4.704402694997494,2.0039
CaSiO3,20,0.24374655233333403,-3.204301662,188.03765431473482,4.1032428658105,3.556599999999999
CaSiO3,20,0.24370487483333303,-3.20434334,187.989360397809,4.10429697690311,3.529899999999999
CsNO3,40,0.021673316333334,-1.392881109,805.4727175306276,3.214571982593777,3.276399999999999
KPO3,240,0.009890444624998001,-2.675777608,4158.237430130767,2.26319293343707,5.0617
MgSnO3,5,0.6298747759999971,-1.866468147,65.21888912494153,4.863389810713269,1.308399999999999
MgGeO3,5,0.5249547200000031,-2.040783233,51.40303697478925,4.682288444475782,1.5499
MgTiO3,5,0.45547797899999704,-2.907458667,56.73341366101276,3.517280185772856,1.909799999999999
MgSiO3,5,0.46725523316666906,-2.763782162,43.8830602686278,3.798717709629779,2.9292
MgZrO3,5,0.667561955,-2.835932366,70.61532784659279,3.8453875714012353,1.0257
NaNbO3,5,0.044339023999997,-2.800483741,64.44912652017267,4.222756528581366,1.5249000000000001
CaZrO3,5,0.191893085,-3.478281985,71.99498215571205,4.135496361472064,3.2122
CaTiO3,5,0.064467598,-3.49161956,58.83985762289643,3.836497971925326,1.8284999999999991
CaSiO3,5,0.24421781783333402,-3.203830397,46.96632581831585,4.10700725534391,3.4579
KNbO3,5,0.007730227999999,-2.844397452,65.41101790884895,4.569594296132727,1.412099999999999
KSbO3,20,0.044722969999998,-2.004404203,300.17961160744926,4.621424829037074,1.121299999999999
NaSbO3,20,0.055137247000001006,-2.00169528,280.07343441656303,4.571165896744238,1.4696
KIO3,20,0.004811488999998,-1.361811508,350.7761625367812,4.052236256938161,3.5428
NaNbO3,20,0.0024077749999980003,-2.84241499,241.49733830344042,4.507759326646763,2.3684
MgSiO3,80,0.018486247291669002,-3.212551148,851.1953505444209,3.133463698335612,4.800600000000001
MgSiO3,80,0.01116162841667,-3.219875767,889.7182633334282,2.997791369517442,4.831
CaTeO3,40,0.027080403100001003,-2.383990875,743.2879959459007,3.854643236960351,3.5191
NaNbO3,40,0.001815199499999,-2.843007566,482.5297952992486,4.512102215045941,2.4098
NaNbO3,20,0.0036448904999980005,-2.841177875,240.47507264074594,4.526921926431923,2.232599999999999
LaFeO3,20,0.291892885500006,-2.561032919,333.39107148475915,4.836286084147502,1.766
CsClO3,10,0.071620677625002,-1.147590873,211.65529271955867,3.394847047597858,5.1356
CaZrO3,40,0.025365376749999002,-3.644809693,542.7856698013446,4.388251250010517,3.744799999999999
NaNbO3,20,0.0028805844999970002,-2.841942181,240.3429142597092,4.529411164255803,2.3501
MgSiO3,40,0.011876652916669,-3.219160742,446.77388918539316,2.984943609827008,4.6372
AlFeO3,40,0.043955834999999006,-2.522865346,410.0410451498143,4.238396948650082,1.9962
LiIO3,20,0.0016667354999980002,-1.384245134,280.60285007168596,4.304425531982681,3.6546000000000003
MgSiO3,40,0.012639097166668,-3.218398298,419.76052030751345,3.177037384517528,4.9148
NaIO3,20,0.13328705200000301,-1.185296827,355.2514108029106,3.700006433939443,3.395599999999999
TeHO3,40,0.026162637999999003,-1.357881141,482.5596110960229,4.8617644432422065,2.1229
TeHO3,40,0.032190362999999,-1.351853416,491.28760424484193,4.775392537284972,2.1525
MgSiO3,40,0.449162640166669,-2.781874755,407.75547752521015,3.270574986890391,1.4453
MgSiO3,40,0.146289650166669,-3.084747745,540.679245915951,2.466517580681851,4.308
MgSiO3,40,0.28947991866667,-2.941557476,415.78466050652224,3.207417185465358,2.5861
AlGaO3,40,0.028743235249999003,-2.819030603,394.62822780999744,4.871107205336525,3.4263999999999992
AlGaO3,40,0.027670599999999,-2.820103238,399.14955897707586,4.815930171239055,3.5313
BaCO3,10,0.07582380200000201,-2.606955459,173.1642522391652,3.784660713229556,4.0966
LiTeO3,20,0.06271661574999901,-1.750682788,247.8468270134616,4.891948409239831,2.1534
MnClO3,10,0.361621988861111,-0.840291031,204.6770351595788,2.245496154862825,2.0431
CdGeO3,10,0.118640521749999,-1.761561389,154.93044510132876,4.995626273283812,1.723999999999999
KNbO3,5,0.00035340000000100004,-2.85177428,66.39970574294573,4.501553297504891,2.0585
HNO3,80,0,-0.890312362,843.7518856381166,1.984190555439806,3.8657
AlSbO3,20,0.061852403500004004,-2.527291851,324.7624693329945,4.02379034214076,3.9107000000000003
CaTeO3,30,0.015751788466668002,-2.395319489,512.6112811998438,4.191933759212914,3.2993
VHO3,30,0.048549777416664004,-1.937766393,358.6534085084494,2.776501606796738,2.1444
VHO3,30,0.024866239416664,-1.961449931,335.2160998948648,2.970626307385457,2.1433
BaCO3,10,0.013236834000001,-2.669542427,164.9460009684019,3.973227229139603,4.474
YBO3,10,0.07649623866666701,-3.445763414,123.10561187227881,3.984978548406962,4.4
YBO3,10,0.08505931666666701,-3.437200336,121.2254944061883,4.046782608745556,4.5981000000000005
SbHO3,20,0.015799989749987,-1.591824771,279.5668211871387,4.057188839768231,1.4139
BaCO3,10,0.043856836000002,-2.638922425,166.95671010843782,3.9253764760918113,4.1813
KIO3,20,0.010405389999998,-1.356217607,373.60376965977224,3.8046401009166,2.813
MgSiO3,160,0.10319220191667,-3.127845193,1558.076480618438,3.423695517262833,4.6987
SrTeO3,60,0.0023719034999990004,-2.378653412,1078.7087840165068,4.862303271650491,3.478899999999999
CaCO3,15,0.007197419333333,-2.680347039,191.62792800071696,2.601889131783556,4.9726
LiVO3,10,0.085307308000007,-2.342649386,107.92854975417988,3.258063582794419,2.002999999999999
KVO3,20,0,-2.406671247,313.27195695543344,2.9267540433941823,3.046
RbVO3,20,0,-2.409617558,343.46341930871506,3.566212186908948,3.0572
NaNbO3,40,0.0017411069999990001,-2.843081658,481.97067079689253,4.517336614270683,2.3565
CsVO3,20,0,-2.415557575,387.56219181813697,3.973431260935961,3.1105
CsAsO3,20,0,-1.888655891,380.39607043350026,4.467005398017112,2.8702
LiNbO3,40,0.029836594500004,-2.869681057,447.33750279177997,4.390481189383467,2.8678
NaNbO3,120,0.028361900499996002,-2.816460865,1499.283297862638,4.356529072189154,1.7321
NaNbO3,80,0.032703676874998006,-2.812119088,1002.3876037534603,4.344075585218226,1.6316000000000002
RbNO3,10,0.017548982999999,-1.403544359,149.86925152321862,3.267970942912767,3.1172
CsNO3,10,0.004369773555554,-1.410184652,173.52384983348455,3.73039503359668,3.0919
CaCO3,10,0.16886547400000002,-2.518678984,110.76982689463699,3.000784823744014,4.275500000000001
KNO3,10,0.0028861925000000003,-1.419252404,148.81033152931727,2.256373087372057,3.5791
KAsO3,40,0,-1.938935411,642.3945321837153,3.350431811824509,3.0119
MgSiO3,40,0.008332643916671,-3.222704751,428.8623999297255,3.109610135512056,4.742100000000001
MgSiO3,40,0.050826624666669006,-3.180210771,422.7228741338784,3.154773368471996,4.5951
CdSiO3,40,0.026798932500001003,-2.508809583,529.9800388010572,4.724748711745973,2.7666999999999993
FeSiO3,80,0.015311726541671001,-2.577487781,925.787299789366,3.786144146165661,2.7758000000000003
MgGeO3,80,0.012849643250003002,-2.55288831,896.0510826234963,4.297680803345858,3.048999999999999
ZnSeO3,40,0,-1.502429693,538.6539781098929,4.74416993043778,3.9227
HIO3,40,0.018122821749998002,-0.895401522,545.531883117361,4.283620432451907,3.0606
MgSiO3,80,0.10922547466666901,-3.121811921,895.4855821140897,2.978484282043063,3.937699999999999
MgSiO3,80,0.00786608891667,-3.223171306,865.7559289834046,3.080764037336584,4.7002
ZnSiO3,80,0.055324113291671,-2.639511697,917.856103283554,4.09570354478328,3.4593
AgNO3,40,0.002379382500001,-0.678284163,497.832124749116,4.532948436087429,2.008899999999999
MgSiO3,80,0.20596262704167,-3.025074768,897.2779016846998,2.9725347365795702,3.1742
MnGeO3,80,0.014911642249999002,-2.120971136,970.5978536731133,4.80612996018636,1.307599999999999
MgSiO3,80,0.133171193791669,-3.097866201,882.0648952475137,3.023802155026888,4.3843
CoSiO3,80,0.021916500583335,-2.450514764,879.1468013139676,4.080334769363951,2.614699999999999
SiGeO3,80,0.133299435458337,-2.47739607,1025.8208654925386,3.851924206836593,3.0391
YBO3,20,0.036316580666667,-3.485943072,248.2914312338085,3.951592046989222,4.7951999999999995
NaNbO3,20,0.025218161999998,-2.819604603,246.90213602096873,4.409082467416359,1.865
NaNbO3,20,0.029542810499997,-2.815279955,252.06532184664687,4.318768925143931,1.660699999999999
KNO3,20,0.043611003,-1.378527594,352.01076159971836,1.907735011621495,2.8553
NaNbO3,120,0.025033965999996,-2.819788799,1520.8843988781503,4.29465334735774,1.7196
NaNbO3,60,0.025354434666665003,-2.819468331,755.5617916483899,4.322393844410946,1.654799999999999
NaNbO3,120,0.024570768499998,-2.820251997,1497.3537389130663,4.362143096,1.8049
CsPO3,20,0.013136007499997,-2.660846252,396.85663910950774,3.546174496670516,5.0865
MgSeO3,20,0,-2.024735936,227.0109625140416,4.425838297097966,4.0013
AlVO3,20,0.151617486124996,-2.828931865,200.08143917242444,4.18024054354719,1.679199999999999
AlFeO3,20,0.280233170999999,-2.286588009,179.40360141259467,4.8435948356114125,1.3295
MgSiO3,40,0.44185109816667,-2.789186297,422.5278109317631,3.156229793775328,1.0261
AlCrO3,20,0.176285460999999,-2.720283928,191.0202958801217,4.415202888009722,1.802899999999999
MgTiO3,20,0.082907726999998,-3.280028919,201.89153104024365,3.95355487598653,2.3514
KPO3,20,0.013493381999999,-2.67217467,321.2956614628418,2.440870589562841,4.821199999999999
ScCrO3,20,0.036846917874999004,-3.130813287,207.8888721409463,4.6312337405873905,2.417799999999999
TiFeO3,20,0.07182635300000001,-2.65788644,208.77156595728877,4.826724611592713,1.5848
MnSeO3,20,0.020254424499987003,-1.63062551,258.33497727467676,4.6768087554662365,2.8432999999999993
NaIO3,20,0,-1.318583879,291.5189696258693,4.508908999382629,3.6962
MgSiO3,20,0.21704053316667002,-3.013996862,167.93161695400687,3.9706485584746813,5.415499999999999
SrCO3,20,0,-2.698962278,258.4475691195478,3.794093427062427,4.4416
CaTiO3,20,0,-3.556087157,224.09973769300066,4.02925941391082,2.3053
ScAlO3,20,0.028020217374999,-3.669621607,191.07007935746245,4.169314922966967,4.591900000000001
CaZrO3,20,0,-3.670175069,258.7265007863652,4.603084505750543,3.8263
CaCO3,20,0.0009960544999980002,-2.686548404,224.88143044501672,2.956192646199382,4.1871
KNO3,20,0,-1.422138597,306.24942598800067,2.192798410004667,2.9384
BaCO3,20,0,-2.682779261,308.7916524320886,4.2447257704252515,4.397399999999999
CaCO3,20,0.012689929999998,-2.674854528,248.79393564712478,2.672062038888523,4.718299999999999
SrSeO3,20,6.525950000035863e-05,-2.315592204,306.49128877949005,4.650252675821593,3.886199999999999
NaPO3,60,0.008861134166666,-2.6367092,788.6158193446041,2.576333377070539,5.081
NaVO3,20,0.005755477500000001,-2.369992201,274.58999218475816,2.9493958683390513,3.0358
KClO3,20,0.050906849375001006,-1.148753207,370.2079746001091,2.198744989889655,5.5725
TiMnO3,20,0.059989802,-2.894614254,212.50152766807804,4.713654201746586,1.5326
CaSiO3,20,0.24124290933333403,-3.206805305,188.0809592100086,4.102298110406588,3.7183
KNO3,20,0.044289896,-1.377848701,332.5687433976958,2.019261484138568,3.2301
CaSeO3,20,0.021825945000002,-2.285101091,288.9732091579102,3.839388937745314,4.2625
YScO3,20,0.028696064749997002,-3.932606217,251.95223031798207,4.794330594656989,4.4324
ScVO3,20,0.049391989499998006,-3.202248178,215.7754359190552,4.429499293477538,1.5605
ScFeO3,20,0.083946180374997,-2.753965817,212.22287513266605,4.657117917131759,1.7076
AlFeO3,20,0.08031608349999901,-2.486505097,182.98391243946458,4.748823793892831,2.1089
CaGeO3,20,0.10737590583333301,-2.64260604,216.4272088717933,4.932384058856298,2.028699999999999
RbPO3,20,0.011562808499999001,-2.669497774,351.4652348774249,3.107660409128505,4.7607
KNO3,20,0.0011260740000000001,-1.421012523,277.3713999375288,2.421097685351045,3.2872
LiIO3,10,0.33901860649999904,-1.046893263,159.84612568357002,3.778114943450964,2.5038
CaTiO3,20,0.011449592499999,-3.544637565,225.02899171175915,4.012620644503752,2.1378
YBO3,10,0.049742556666666,-3.472517096,125.23366719974508,3.917263092815851,4.2311
TiFeO3,10,0.123118425999999,-2.606594367,101.6130315680444,4.958433185471933,1.6437
MgVO3,10,0,-2.768925974,139.19166731988958,2.9405875084614843,2.7895000000000003
YBO3,30,0,-3.522259653,327.0097545684276,4.500537512836404,5.1696
MgSiO3,10,0.26111877616667,-2.969918619,84.1979956765026,3.959698965653851,4.642499999999999
NaNbO3,20,0.026700738999998003,-2.818122026,247.43532826035178,4.399581445185803,1.681
RbPO3,10,0.05178050174999901,-2.62928008,197.61800656873498,2.763499679452859,4.5235
NaNbO3,20,0.039167725499998,-2.80565504,260.55339819617905,4.178075920844645,2.0583
YAlO3,30,0.060437526883330005,-3.670636427,397.1641799747765,4.11122305652517,4.3247
LaAlO3,30,0.053214263666667004,-3.669252299,442.599776648795,4.814707508494951,4.6067
MgSiO3,80,0.012783414166669001,-3.218253981,880.8185370473699,3.028080834974024,4.7633
MgSiO3,80,0.011153507416669001,-3.219883888,891.1783782826484,2.99287976023703,4.7652
LiPO3,100,0.000989664133332,-2.701737629,1215.86885289899,2.346664763854643,5.5832
TeHO3,40,0.026855483000000003,-1.357188296,489.7689262253093,4.7902000991629965,2.2213
TeHO3,40,0.042925595749999004,-1.341118183,480.7789005441258,4.879771463174074,2.0582
TeHO3,40,0.033308287250000006,-1.350735491,484.9589285670693,4.837711032362134,2.1809
ZnSiO3,20,0.038366072666670005,-2.656469738,271.8030829899101,3.4577114196668,3.571799999999999
NaVO3,20,0.043013442000000006,-2.332734236,316.27260229803306,2.560685252381771,3.201699999999999
NaNbO3,10,0.029408212999998,-2.815414552,126.03267710912635,4.318768370504101,1.6644
CaSiO3,10,0.241123322833335,-3.206924892,93.99326291098973,4.104358864003566,3.6753
CaTiO3,10,0.011411810500000001,-3.544675347,112.52875726749468,4.01211210218927,2.1586
CaTeO3,100,0,-2.411071278,1625.1279576798906,4.407514548542142,2.895
CaTeO3,100,0.002776273000001,-2.408295005,1686.5820265021075,4.246917733122034,2.9438
NClO3,5,0.096921773000019,-0.424675328,93.27013631263736,1.73509610574965,2.0014
FeBiO3,5,0.415684429,-1.258724855,109.19388191578322,4.7571878537580226,1.4146
AlVO3,40,0.08873259612499601,-2.891816755,430.7649427287126,3.883271181455361,1.1677
LiIO3,40,0,-1.385911869,567.1687177525457,4.259170276463127,3.7886
LiIO3,40,0.148073749249999,-1.23783812,674.1296746810573,3.583387937245519,3.5742000000000003
AgClO3,20,0.038284726499997,-0.407244667,307.06362811598757,4.138469148530601,2.3983
MnSiO3,80,0.08402936004167201,-2.713830414,834.8583658931389,4.16965051865004,2.6502
CaGeO3,80,0.014406481708333,-2.735575464,969.4508785919637,4.40456402078852,2.661399999999999
NaPO3,40,0.039140271666668,-2.606430062,565.0118887456335,2.397279653205097,4.8428
NaPO3,40,0.059120867166668006,-2.586449467,598.4600564804748,2.263294751323275,4.8406
MgSiO3,80,0.088718057541669,-3.142319338,782.1641212147097,3.410012884483659,4.953200000000001
SrTeO3,120,0.006218151916667001,-2.374807163,2263.354433895126,4.634721960585883,3.3579
FeCO3,10,1.517677980999999,-0.271664271,114.26100286432916,3.367376832783398,1.4102000000000001
MnCO3,10,0.081420198,-1.931564439,112.07515008417518,3.406176884268524,3.449
SnBO3,20,0.090524666562503,-2.273767179,292.2274095201998,4.034906474455163,2.417099999999999
KNbO3,5,0.001190164,-2.850937516,66.19193300770227,4.515683418789579,1.475999999999999
